#x,y,mean,dev,hits_per_channel,hits_per_packet,photo_e,gain_pmt,norm_mean
0.500000,0.500000,1562.831753,33.534963,3691.000000,175909.000000,1.389686,16306608.979784,0.000000
0.500000,1.500000,1548.738314,41.141617,4471.000000,31071.000000,0.914988,24543173.933898,0.000000
0.500000,2.500000,1557.355288,38.743205,4813.000000,10075.000000,1.037520,21765021.135250,0.000000
0.500000,3.500000,1573.113049,44.067453,4989.000000,4505.000000,0.810073,28158136.546663,0.000000
0.500000,4.500000,1575.172272,37.098743,4609.000000,2104.000000,1.144484,19956592.701540,0.000000
0.500000,5.500000,1558.636538,29.819296,4171.000000,1057.000000,1.752871,12893261.210312,0.000000
0.500000,6.500000,1571.977715,31.795788,3904.000000,535.000000,1.554917,14659096.088472,0.000000
0.500000,7.500000,1568.142559,30.591991,3353.000000,323.000000,1.675599,13570113.905233,0.000000
0.500000,8.500000,1563.193211,44.526166,4596.000000,156.000000,0.788464,28747402.740124,0.000000

1.500000,0.500000,1563.193211,44.526166,4596.000000,156.000000,0.788464,28747402.740124,0.000000
1.500000,1.500000,1580.686820,53.440882,5607.000000,71.000000,0.553476,41410953.569403,0.000000
1.500000,2.500000,1563.623379,54.008243,5629.000000,59.000000,0.536058,42294908.783498,0.000000
1.500000,3.500000,1568.417946,47.670891,5405.000000,33.000000,0.690169,32951450.264622,0.000000
1.500000,4.500000,1580.233599,38.147025,4893.000000,27.000000,1.085925,21100334.631120,0.000000
1.500000,5.500000,1567.344876,35.366596,4967.000000,20.000000,1.253078,18136543.559479,0.000000
1.500000,6.500000,1562.252483,34.666008,4531.000000,14.000000,1.300001,17425116.071327,0.000000
1.500000,7.500000,1569.633087,29.513210,3246.000000,8.000000,1.802043,12629928.864389,0.000000
1.500000,8.500000,1565.294055,50.008980,4693.000000,7.000000,0.625893,36263022.536900,0.000000

2.500000,0.500000,1565.294055,50.008980,4693.000000,7.000000,0.625893,36263022.536900,0.000000
2.500000,1.500000,1581.056234,54.368824,5566.000000,4.000000,0.534869,42861551.106965,0.000000
2.500000,2.500000,1576.522824,50.558477,5170.000000,7.000000,0.616754,37064313.685610,0.000000
2.500000,3.500000,1577.441093,41.271740,4940.000000,1.000000,0.926078,24698669.084413,0.000000
2.500000,4.500000,1572.064347,38.621931,4771.000000,4.000000,1.053907,21628976.956382,0.000000
